service,date,aircraft,location,lat,lon,target,numweapons,timeon,weapon,weaponweight,missionfunction,numaircraft,unit,timeoff
USN,10/21/1965,A-1,MIDWAY (CVA-41),12.27390849,107.2974752,TROOPS,48,1417,250LB M-57,272,AIR INTERDICTION,4,N09637,1440
USN,10/21/1965,A-1,MIDWAY (CVA-41),12.27390849,107.2974752,TROOPS,36,1410,250LB M-57,272,AIR INTERDICTION,3,N09637,1425
USN,10/21/1965,A-1,MIDWAY (CVA-41),12.27390849,107.2974752,TROOPS,6,1410,500LB GP M-64,561,AIR INTERDICTION,3,N09637,1425
USAF,10/21/1965,RB-66,TAN SON NHUT,12.97344417,108.4202662,AREA\DEPOT,0,1654,,0,INFRA-RED RECCE,1,JALCX0,1719
USAF,10/21/1965,F-100,TAN SON NHUT,13.58596229,107.9126511,TROOPS,0,1300,,0,STRIKE,4,JAJJP0,1305
USAF,10/21/1965,F-100,TAN SON NHUT,13.58596229,107.9126511,TROOPS,6,1300,750LB BLU-1/27,694,STRIKE,4,JAJJP0,1305
USAF,10/21/1965,F-100,TAN SON NHUT,13.58596229,107.9126511,TROOPS,6,1300,500LB GP M-64,561,STRIKE,4,JAJJP0,1305
USAF,10/21/1965,F-100,TAN SON NHUT,13.58596229,107.9126511,TROOPS,24,1300,M-39,50,STRIKE,4,JAJJP0,1305
USAF,10/21/1965,RB-57,TAN SON NHUT,13.58868248,107.9117609,TROOPS,0,346,,0,INFRA-RED RECCE,1,JALCX0,425
USAF,10/21/1965,A-1,BIEN HOA,13.58871484,107.9089909,AREA\DEPOT,0,1755,,0,CLOSE AIR SUPPORT,2,JAAGD0,1800
USAF,10/21/1965,A-1,BIEN HOA,13.58871484,107.9089909,AREA\DEPOT,2,1755,500BLU11/23/32,500,CLOSE AIR SUPPORT,2,JAAGD0,1800
USAF,10/21/1965,A-1,BIEN HOA,13.58871484,107.9089909,AREA\DEPOT,8,1755,CBU-14/25,250,CLOSE AIR SUPPORT,2,JAAGD0,1800
USAF,10/21/1965,A-1,BIEN HOA,13.58871484,107.9089909,AREA\DEPOT,4,1755,500LB GP M-64,561,CLOSE AIR SUPPORT,2,JAAGD0,1800
USMC,10/21/1965,A-4,CHU LAI,13.59053189,107.9080896,BRIDGE,0,1720,,0,STRIKE,3,M01211,1732
USMC,10/21/1965,A-4,CHU LAI,13.59053189,107.9080896,BRIDGE,38,1720,2.75IN HE RKT,18,STRIKE,3,M01211,1732
USMC,10/21/1965,A-4,CHU LAI,13.59053189,107.9080896,BRIDGE,15,1720,MK-11/MK-12,57,STRIKE,3,M01211,1732
USMC,10/21/1965,A-4,CHU LAI,13.59053189,107.9080896,BRIDGE,8,1720,250LB M-57,272,STRIKE,3,M01211,1732
USAF,10/21/1965,A-1,BIEN HOA,13.59286179,107.9404388,ANTI-AIRCRAFT,0,1640,,0,CLOSE AIR SUPPORT,2,JAAGD0,1645
USAF,10/21/1965,A-1,BIEN HOA,13.59286179,107.9404388,ANTI-AIRCRAFT,2,1640,500BLU11/23/32,500,CLOSE AIR SUPPORT,2,JAAGD0,1645
USAF,10/21/1965,A-1,BIEN HOA,13.59286179,107.9404388,ANTI-AIRCRAFT,10,1640,CBU-14/25,250,CLOSE AIR SUPPORT,2,JAAGD0,1645
USAF,10/21/1965,A-1,BIEN HOA,13.59286179,107.9404388,ANTI-AIRCRAFT,2,1640,500LB GP M-64,561,CLOSE AIR SUPPORT,2,JAAGD0,1645
USMC,10/21/1965,A-4,CHU LAI,13.59425209,107.8989004,UNKNOWN\UNIDENTIFIED,0,0,,0,STRIKE,3,M01224,0
USMC,10/21/1965,A-4,CHU LAI,13.59425209,107.8989004,UNKNOWN\UNIDENTIFIED,0,0,2.75IN HE RKT,18,STRIKE,3,M01224,0
USN,10/21/1965,A-4,INDEPENDANCE (CVA-62),13.59946598,107.9165101,TROOPS,0,716,,0,CLOSE AIR SUPPORT,2,N09903,727
USN,10/21/1965,A-4,INDEPENDANCE (CVA-62),13.59946598,107.9165101,TROOPS,0,716,,0,CLOSE AIR SUPPORT,4,N09058,727
USN,10/21/1965,A-4,INDEPENDANCE (CVA-62),13.59946598,107.9165101,TROOPS,3,716,MK-11/MK-12,57,CLOSE AIR SUPPORT,4,N09058,727
USN,10/21/1965,A-4,INDEPENDANCE (CVA-62),13.59946598,107.9165101,TROOPS,12,716,500LB GP M-64,561,CLOSE AIR SUPPORT,4,N09058,727
USN,10/21/1965,A-4,INDEPENDANCE (CVA-62),13.59946598,107.9165101,TROOPS,16,716,500LB GP M-64,561,CLOSE AIR SUPPORT,2,N09903,727
USN,10/21/1965,A-4,INDEPENDANCE (CVA-62),13.59946598,107.9165101,TROOPS,6,716,500LB GP M-64,561,CLOSE AIR SUPPORT,2,N09903,727
USAF,10/21/1965,A-1,BIEN HOA,13.60392745,107.9211822,TROOPS,0,2310,,0,CLOSE AIR SUPPORT,2,JAJWX0,155
USAF,10/21/1965,A-1,BIEN HOA,13.60392745,107.9211822,TROOPS,0,115,,0,CLOSE AIR SUPPORT,2,JAAGD0,300
USAF,10/21/1965,A-1,BIEN HOA,13.60392745,107.9211822,TROOPS,10,115,CBU-14/25,250,CLOSE AIR SUPPORT,2,JAAGD0,300
USAF,10/21/1965,A-1,BIEN HOA,13.60392745,107.9211822,TROOPS,10,2310,CBU-14/25,250,CLOSE AIR SUPPORT,2,JAJWX0,155
USAF,10/21/1965,A-1,BIEN HOA,13.60392745,107.9211822,TROOPS,8,2310,500LB GP M-64,561,CLOSE AIR SUPPORT,2,JAJWX0,155
USAF,10/21/1965,A-1,BIEN HOA,13.60392745,107.9211822,TROOPS,8,115,500LB GP M-64,561,CLOSE AIR SUPPORT,2,JAAGD0,300
USAF,10/21/1965,A-1,BIEN HOA,13.60392745,107.9211822,TROOPS,14,115,M-39,50,CLOSE AIR SUPPORT,2,JAAGD0,300
USAF,10/21/1965,A-1,BIEN HOA,13.60392745,107.9211822,TROOPS,16,2310,M-39,50,CLOSE AIR SUPPORT,2,JAJWX0,155
USAF,10/21/1965,F-100,BIEN HOA,13.60398161,107.9165654,TROOPS,0,1330,,0,CLOSE AIR SUPPORT,3,JAJJF0,1339
USAF,10/21/1965,F-100,BIEN HOA,13.60398161,107.9165654,TROOPS,6,1330,750LB BLU-1/27,694,CLOSE AIR SUPPORT,3,JAJJF0,1339
USAF,10/21/1965,F-100,BIEN HOA,13.60398161,107.9165654,TROOPS,6,1330,500LB GP M-64,561,CLOSE AIR SUPPORT,3,JAJJF0,1339
USAF,10/21/1965,F-100,BIEN HOA,13.60398161,107.9165654,TROOPS,18,1330,M-39,50,CLOSE AIR SUPPORT,3,JAJJF0,1339
USAF,10/21/1965,A-1,BIEN HOA,13.604928,107.912883,TROOPS,0,1005,,0,CLOSE AIR SUPPORT,2,JAAGD0,1030
USAF,10/21/1965,A-1,BIEN HOA,13.604928,107.912883,TROOPS,2,1005,500BLU11/23/32,500,CLOSE AIR SUPPORT,2,JAAGD0,1030
USAF,10/21/1965,A-1,BIEN HOA,13.604928,107.912883,TROOPS,10,1005,CBU-14/25,250,CLOSE AIR SUPPORT,2,JAAGD0,1030
USAF,10/21/1965,A-1,BIEN HOA,13.604928,107.912883,TROOPS,8,1005,500LB GP M-64,561,CLOSE AIR SUPPORT,2,JAAGD0,1030
USN,10/21/1965,A-6,INDEPENDANCE (CVA-62),13.604928,107.912883,TROOPS,0,905,,0,CLOSE AIR SUPPORT,2,N09628,915
USN,10/21/1965,A-6,INDEPENDANCE (CVA-62),13.604928,107.912883,TROOPS,16,905,250LB M-57,272,CLOSE AIR SUPPORT,2,N09628,915
USAF,10/21/1965,A-1,BIEN HOA,13.604928,107.912883,TROOPS,16,1005,M-39,50,CLOSE AIR SUPPORT,2,JAAGD0,1030
USAF,10/21/1965,F-100,BIEN HOA,13.60624429,107.9544563,ANTI-AIRCRAFT,0,1805,,0,CLOSE AIR SUPPORT,3,JAJIK0,1817
USAF,10/21/1965,F-100,BIEN HOA,13.60624429,107.9544563,ANTI-AIRCRAFT,6,1805,750LB BLU-1/27,694,CLOSE AIR SUPPORT,3,JAJIK0,1817
USAF,10/21/1965,F-100,BIEN HOA,13.60624429,107.9544563,ANTI-AIRCRAFT,6,1805,500LB GP M-64,561,CLOSE AIR SUPPORT,3,JAJIK0,1817
USAF,10/21/1965,F-100,BIEN HOA,13.60624429,107.9544563,ANTI-AIRCRAFT,24,1805,M-39,50,CLOSE AIR SUPPORT,3,JAJIK0,1817
USAF,10/21/1965,A-1,BIEN HOA,13.60629908,107.9498396,TROOPS,0,1645,,0,CLOSE AIR SUPPORT,2,JAAGD0,1650
USAF,10/21/1965,A-1,BIEN HOA,13.60629908,107.9498396,TROOPS,6,1645,500LB GP M-64,561,CLOSE AIR SUPPORT,2,JAAGD0,1650
USAF,10/21/1965,A-1,BIEN HOA,13.60629908,107.9498396,TROOPS,16,1645,M-39,50,CLOSE AIR SUPPORT,2,JAAGD0,1650
USAF,10/21/1965,F-100,TAN SON NHUT,13.6063319,107.9470695,TROOPS,0,1558,,0,STRIKE,3,JAJJP0,1601
USAF,10/21/1965,F-100,TAN SON NHUT,13.6063319,107.9470695,TROOPS,6,1558,750LB BLU-1/27,694,STRIKE,3,JAJJP0,1601
USAF,10/21/1965,F-100,TAN SON NHUT,13.6063319,107.9470695,TROOPS,6,1558,500LB GP M-64,561,STRIKE,3,JAJJP0,1601
USAF,10/21/1965,F-100,TAN SON NHUT,13.6063319,107.9470695,TROOPS,21,1558,M-39,50,STRIKE,3,JAJJP0,1601
USMC,10/21/1965,A-4,CHU LAI,13.6063647,107.9442995,TROOPS,0,1250,,0,STRIKE,2,M01224,1535
USMC,10/21/1965,A-4,CHU LAI,13.6063647,107.9442995,TROOPS,32,1250,MK-11/MK-12,57,STRIKE,2,M01224,1535
USMC,10/21/1965,A-4,CHU LAI,13.6063647,107.9442995,TROOPS,8,1250,250LB M-57,272,STRIKE,2,M01224,1535
USN,10/21/1965,F-4,MIDWAY (CVA-41),13.6063647,107.9442995,TROOPS,0,1715,,0,DIRECT AIR SUPPORT,3,N09073,1725
USN,10/21/1965,F-4,MIDWAY (CVA-41),13.6063647,107.9442995,TROOPS,12,1715,250LB MK-81,260,DIRECT AIR SUPPORT,3,N09073,1725
USN,10/21/1965,F-4,MIDWAY (CVA-41),13.6063647,107.9442995,TROOPS,12,1715,500LB GP MK-82,500,DIRECT AIR SUPPORT,3,N09073,1725
USAF,10/21/1965,F-100,BIEN HOA,13.60660428,107.9239856,TROOPS,0,1355,,0,CLOSE AIR SUPPORT,3,JAJJF0,1415
USAF,10/21/1965,F-100,BIEN HOA,13.60660428,107.9239856,TROOPS,60,1355,750LB BLU-1/27,694,CLOSE AIR SUPPORT,3,JAJJF0,1415
USAF,10/21/1965,F-100,BIEN HOA,13.60660428,107.9239856,TROOPS,6,1355,500LB GP M-64,561,CLOSE AIR SUPPORT,3,JAJJF0,1415
USN,10/21/1965,A-4,MIDWAY (CVA-41),13.60660428,107.9239856,ANTI-AIRCRAFT,0,1722,,0,CLOSE AIR SUPPORT,5,N09561,1727
USN,10/21/1965,F-4,MIDWAY (CVA-41),13.60660428,107.9239856,TROOPS,0,1655,,0,DIRECT AIR SUPPORT,3,N09073,1700
USN,10/21/1965,F-4,MIDWAY (CVA-41),13.60660428,107.9239856,TROOPS,3,1655,500BLU11/23/32,500,DIRECT AIR SUPPORT,3,N09073,1700
USN,10/21/1965,A-4,MIDWAY (CVA-41),13.60660428,107.9239856,ANTI-AIRCRAFT,25,1722,MK-11/MK-12,57,CLOSE AIR SUPPORT,5,N09561,1727
USN,10/21/1965,A-4,MIDWAY (CVA-41),13.60660428,107.9239856,ANTI-AIRCRAFT,10,1722,500LB GP M-64,561,CLOSE AIR SUPPORT,5,N09561,1727
USAF,10/21/1965,F-100,BIEN HOA,13.60660428,107.9239856,TROOPS,21,1355,M-39,50,CLOSE AIR SUPPORT,3,JAJJF0,1415
USAF,10/21/1965,F-100,BIEN HOA,13.61044396,107.9046387,TROOPS,0,550,,0,CLOSE AIR SUPPORT,2,JAJJF0,603
USAF,10/21/1965,A-1,BIEN HOA,13.61044396,107.9046387,TROOPS,0,245,,0,CLOSE AIR SUPPORT,2,JAAGD0,500
USAF,10/21/1965,A-1,BIEN HOA,13.61044396,107.9046387,TROOPS,0,450,,0,CLOSE AIR SUPPORT,2,JAEWX0,520
USAF,10/21/1965,A-1,BIEN HOA,13.61044396,107.9046387,TROOPS,0,2035,,0,CLOSE AIR SUPPORT,2,JAEWX0,2045
USAF,10/21/1965,A-1,BIEN HOA,13.61044396,107.9046387,TROOPS,0,825,,0,CLOSE AIR SUPPORT,4,JAEWX0,845
USAF,10/21/1965,F-100,TAN SON NHUT,13.61044396,107.9046387,TROOPS,0,610,,0,DIRECT AIR SUPPORT,2,JAJJP0,630
USAF,10/21/1965,F-100,TAN SON NHUT,13.61044396,107.9046387,TROOPS,0,25,,0,DIRECT AIR SUPPORT,2,JAJJP0,40
USAF,10/21/1965,F-100,TAN SON NHUT,13.61044396,107.9046387,TROOPS,0,2220,,0,DIRECT AIR SUPPORT,2,JAJJP0,2235
USAF,10/21/1965,A-1,BIEN HOA,13.61044396,107.9046387,TROOPS,2,245,250LB BLU-10,236,CLOSE AIR SUPPORT,2,JAAGD0,500
USAF,10/21/1965,A-1,BIEN HOA,13.61044396,107.9046387,TROOPS,4,2035,250LB BLU-10,236,CLOSE AIR SUPPORT,2,JAEWX0,2045
USAF,10/21/1965,A-1,BIEN HOA,13.61044396,107.9046387,TROOPS,4,2035,500BLU11/23/32,500,CLOSE AIR SUPPORT,2,JAEWX0,2045
USAF,10/21/1965,A-1,BIEN HOA,13.61044396,107.9046387,TROOPS,8,825,500BLU11/23/32,500,CLOSE AIR SUPPORT,4,JAEWX0,845
USAF,10/21/1965,F-100,TAN SON NHUT,13.61044396,107.9046387,TROOPS,40,25,750LB BLU-1/27,694,DIRECT AIR SUPPORT,2,JAJJP0,40
USAF,10/21/1965,F-100,TAN SON NHUT,13.61044396,107.9046387,TROOPS,2,2220,CBU-2,743,DIRECT AIR SUPPORT,2,JAJJP0,2235
USAF,10/21/1965,F-100,TAN SON NHUT,13.61044396,107.9046387,TROOPS,4,610,CBU-2,743,DIRECT AIR SUPPORT,2,JAJJP0,630
USAF,10/21/1965,F-100,BIEN HOA,13.61044396,107.9046387,TROOPS,4,550,CBU-2,743,CLOSE AIR SUPPORT,2,JAJJF0,603
USAF,10/21/1965,A-1,BIEN HOA,13.61044396,107.9046387,TROOPS,10,450,CBU-14/25,250,CLOSE AIR SUPPORT,2,JAEWX0,520
USAF,10/21/1965,A-1,BIEN HOA,13.61044396,107.9046387,TROOPS,14,245,CBU-14/25,250,CLOSE AIR SUPPORT,2,JAAGD0,500
USAF,10/21/1965,F-100,TAN SON NHUT,13.61044396,107.9046387,TROOPS,40,25,5.0IN HVAR RKT,132,DIRECT AIR SUPPORT,2,JAJJP0,40
USAF,10/21/1965,A-1,BIEN HOA,13.61044396,107.9046387,TROOPS,4,825,100LB GP M-30,125,CLOSE AIR SUPPORT,4,JAEWX0,845
USAF,10/21/1965,A-1,BIEN HOA,13.61044396,107.9046387,TROOPS,8,450,500LB GP M-64,561,CLOSE AIR SUPPORT,2,JAEWX0,520
USAF,10/21/1965,A-1,BIEN HOA,13.61044396,107.9046387,TROOPS,8,825,500LB GP M-64,561,CLOSE AIR SUPPORT,4,JAEWX0,845
USAF,10/21/1965,A-1,BIEN HOA,13.61044396,107.9046387,TROOPS,6,2035,500LB GP M-64,561,CLOSE AIR SUPPORT,2,JAEWX0,2045
USAF,10/21/1965,A-1,BIEN HOA,13.61044396,107.9046387,TROOPS,8,245,500LB GP M-64,561,CLOSE AIR SUPPORT,2,JAAGD0,500
USAF,10/21/1965,F-100,TAN SON NHUT,13.61044396,107.9046387,TROOPS,2,2220,500LB GP M-64,561,DIRECT AIR SUPPORT,2,JAJJP0,2235
USAF,10/21/1965,F-100,TAN SON NHUT,13.61044396,107.9046387,TROOPS,4,610,500LB GP M-64,561,DIRECT AIR SUPPORT,2,JAJJP0,630
USAF,10/21/1965,F-100,BIEN HOA,13.61044396,107.9046387,TROOPS,4,550,500LB GP MK-82,500,CLOSE AIR SUPPORT,2,JAJJF0,603
USAF,10/21/1965,A-1,BIEN HOA,13.61044396,107.9046387,TROOPS,10,245,M-39,50,CLOSE AIR SUPPORT,2,JAAGD0,500
USAF,10/21/1965,F-100,TAN SON NHUT,13.61044396,107.9046387,TROOPS,16,610,M-39,50,DIRECT AIR SUPPORT,2,JAJJP0,630
USAF,10/21/1965,F-100,TAN SON NHUT,13.61044396,107.9046387,TROOPS,14,25,M-39,50,DIRECT AIR SUPPORT,2,JAJJP0,40
USAF,10/21/1965,A-1,BIEN HOA,13.61044396,107.9046387,TROOPS,16,825,M-39,50,CLOSE AIR SUPPORT,4,JAEWX0,845
USAF,10/21/1965,A-1,BIEN HOA,13.61044396,107.9046387,TROOPS,15,450,M-39,50,CLOSE AIR SUPPORT,2,JAEWX0,520
USAF,10/21/1965,F-100,BIEN HOA,13.61044396,107.9046387,TROOPS,2,550,M-61,50,CLOSE AIR SUPPORT,2,JAJJF0,603
USAF,10/21/1965,A-1,BIEN HOA,13.61565718,107.9222498,AREA\DEPOT,0,1455,,0,CLOSE AIR SUPPORT,2,JAEWX0,1510
USAF,10/21/1965,F-100,BIEN HOA,13.61565718,107.9222498,TROOPS,0,1210,,0,CLOSE AIR SUPPORT,2,JAJIK0,1220
USAF,10/21/1965,A-1,BIEN HOA,13.61565718,107.9222498,TROOPS,0,1805,,0,CLOSE AIR SUPPORT,2,JAAGD0,1810
USAF,10/21/1965,A-1,BIEN HOA,13.61565718,107.9222498,AREA\DEPOT,6,1455,250LB BLU-10,236,CLOSE AIR SUPPORT,2,JAEWX0,1510
USAF,10/21/1965,A-1,BIEN HOA,13.61565718,107.9222498,AREA\DEPOT,4,1455,500BLU11/23/32,500,CLOSE AIR SUPPORT,2,JAEWX0,1510
USAF,10/21/1965,F-100,BIEN HOA,13.61565718,107.9222498,TROOPS,2,1210,750LB BLU-1/27,694,CLOSE AIR SUPPORT,2,JAJIK0,1220
USAF,10/21/1965,F-100,BIEN HOA,13.61565718,107.9222498,TROOPS,2,1210,CBU-2,743,CLOSE AIR SUPPORT,2,JAJIK0,1220
USAF,10/21/1965,A-1,BIEN HOA,13.61565718,107.9222498,TROOPS,2,1805,CBU-14/25,250,CLOSE AIR SUPPORT,2,JAAGD0,1810
USAF,10/21/1965,F-100,BIEN HOA,13.61565718,107.9222498,TROOPS,2,1210,500LB GP M-64,561,CLOSE AIR SUPPORT,2,JAJIK0,1220
USAF,10/21/1965,A-1,BIEN HOA,13.61565718,107.9222498,TROOPS,4,1805,500LB GP M-64,561,CLOSE AIR SUPPORT,2,JAAGD0,1810
USAF,10/21/1965,A-1,BIEN HOA,13.61565718,107.9222498,AREA\DEPOT,6,1455,500LB GP M-64,561,CLOSE AIR SUPPORT,2,JAEWX0,1510
USAF,10/21/1965,F-100,BIEN HOA,13.61565718,107.9222498,TROOPS,2,1210,500LB GP MK-82,500,CLOSE AIR SUPPORT,2,JAJIK0,1220
USAF,10/21/1965,A-1,BIEN HOA,13.61565718,107.9222498,TROOPS,16,1805,M-39,50,CLOSE AIR SUPPORT,2,JAAGD0,1810
USAF,10/21/1965,A-1,BIEN HOA,13.61565718,107.9222498,AREA\DEPOT,10,1455,M-39,50,CLOSE AIR SUPPORT,2,JAEWX0,1510
USAF,10/21/1965,A-1,QUI NHON,13.62645113,107.9260768,TROOPS,0,1740,,0,STRIKE,2,JAEWX0,1750
USAF,10/21/1965,A-1,QUI NHON,13.62645113,107.9260768,TROOPS,4,1740,500BLU11/23/32,500,STRIKE,2,JAEWX0,1750
USAF,10/21/1965,A-1,QUI NHON,13.62645113,107.9260768,TROOPS,2,1740,750LB BLU-1/27,694,STRIKE,2,JAEWX0,1750
USAF,10/21/1965,A-1,QUI NHON,13.62645113,107.9260768,TROOPS,2,1740,2.75IN PWP RKT,18,STRIKE,2,JAEWX0,1750
USAF,10/21/1965,A-1,QUI NHON,13.62645113,107.9260768,TROOPS,14,1740,200/260 M81/88,263,STRIKE,2,JAEWX0,1750
USAF,10/21/1965,A-1,QUI NHON,13.62917136,107.9251867,TROOPS,0,1125,,0,STRIKE,2,JAAGD0,1135
USAF,10/21/1965,F-100,BIEN HOA,13.62917136,107.9251867,TROOPS,0,1225,,0,CLOSE AIR SUPPORT,3,JAJIK0,1235
USAF,10/21/1965,F-100,BIEN HOA,13.62917136,107.9251867,TROOPS,2,1225,750LB BLU-1/27,694,CLOSE AIR SUPPORT,3,JAJIK0,1235
USAF,10/21/1965,A-1,QUI NHON,13.62917136,107.9251867,TROOPS,4,1125,2.75IN PWP RKT,18,STRIKE,2,JAAGD0,1135
USAF,10/21/1965,A-1,QUI NHON,13.62917136,107.9251867,TROOPS,5,1125,100LB GP M-30,125,STRIKE,2,JAAGD0,1135
USAF,10/21/1965,A-1,QUI NHON,13.62917136,107.9251867,TROOPS,7,1125,200/260 M81/88,263,STRIKE,2,JAAGD0,1135
USAF,10/21/1965,A-1,QUI NHON,13.62917136,107.9251867,TROOPS,4,1125,500LB GP M-64,561,STRIKE,2,JAAGD0,1135
USAF,10/21/1965,F-100,BIEN HOA,13.62917136,107.9251867,TROOPS,10,1225,500LB GP M-64,561,CLOSE AIR SUPPORT,3,JAJIK0,1235
USAF,10/21/1965,F-100,BIEN HOA,13.62917136,107.9251867,TROOPS,24,1225,M-39,50,CLOSE AIR SUPPORT,3,JAJIK0,1235
USAF,10/21/1965,F-100,BIEN HOA,13.63636363,107.9280461,TROOPS,0,1140,,0,CLOSE AIR SUPPORT,2,JAJJF0,1147
USAF,10/21/1965,F-100,BIEN HOA,13.63636363,107.9280461,TROOPS,2,1140,750LB BLU-1/27,694,CLOSE AIR SUPPORT,2,JAJJF0,1147
USAF,10/21/1965,F-100,BIEN HOA,13.63636363,107.9280461,TROOPS,2,1140,LAU-3A/AERO7,342,CLOSE AIR SUPPORT,2,JAJJF0,1147
USAF,10/21/1965,F-100,BIEN HOA,13.63636363,107.9280461,TROOPS,2,1140,500LB GP M-64,561,CLOSE AIR SUPPORT,2,JAJJF0,1147
USAF,10/21/1965,F-100,BIEN HOA,13.63636363,107.9280461,TROOPS,2,1140,500LB GP MK-82,500,CLOSE AIR SUPPORT,2,JAJJF0,1147
USN,10/21/1965,A-1,MIDWAY (CVA-41),13.65607908,107.941221,AREA\DEPOT,0,800,,0,AIR INTERDICTION,4,N09637,810
USN,10/21/1965,A-1,MIDWAY (CVA-41),13.65607908,107.941221,AREA\DEPOT,0,745,,0,AIR INTERDICTION,5,N09637,800
USN,10/21/1965,A-1,MIDWAY (CVA-41),13.65607908,107.941221,AREA\DEPOT,8,800,1000LB GP M-65,1104,AIR INTERDICTION,4,N09637,810
USN,10/21/1965,A-1,MIDWAY (CVA-41),13.65607908,107.941221,AREA\DEPOT,10,745,1000LB GP M-65,1104,AIR INTERDICTION,5,N09637,800
USN,10/21/1965,A-1,MIDWAY (CVA-41),13.65607908,107.941221,AREA\DEPOT,48,800,250LB M-57,272,AIR INTERDICTION,4,N09637,810
USN,10/21/1965,A-1,MIDWAY (CVA-41),13.65607908,107.941221,AREA\DEPOT,60,745,250LB M-57,272,AIR INTERDICTION,5,N09637,800
USAF,10/21/1965,F-100,BIEN HOA,13.65611193,107.9384504,UNKNOWN\UNIDENTIFIED,0,810,,0,DIRECT AIR SUPPORT,2,JAJK0B,830
USAF,10/21/1965,F-100,BIEN HOA,13.65611193,107.9384504,UNKNOWN\UNIDENTIFIED,4,810,CBU-2,743,DIRECT AIR SUPPORT,2,JAJK0B,830
USAF,10/21/1965,F-100,BIEN HOA,13.65611193,107.9384504,UNKNOWN\UNIDENTIFIED,4,810,500LB GP MK-82,500,DIRECT AIR SUPPORT,2,JAJK0B,830
USAF,10/21/1965,F-100,BIEN HOA,13.65611193,107.9384504,UNKNOWN\UNIDENTIFIED,12,810,M-39,50,DIRECT AIR SUPPORT,2,JAJK0B,830
USMC,10/21/1965,F-4,DANANG,13.74159665,107.9653858,TROOPS,0,1440,,0,AIR INTERDICTION,3,M01115,1445
USMC,10/21/1965,F-4,DANANG,13.74159665,107.9653858,TROOPS,7,1440,500LB GP MK-82,500,AIR INTERDICTION,3,M01115,1445
USMC,10/21/1965,F-4,DANANG,13.74159665,107.9653858,TROOPS,76,1440,2.75IN HE RKT,18,AIR INTERDICTION,3,M01115,1445
USAF,10/21/1965,A-1,QUI NHON,14.16633716,109.1343894,TROOPS,2,1420,750LB BLU-1/27,694,STRIKE,2,JAAGD0,1445
USAF,10/21/1965,A-1,QUI NHON,14.16633716,109.1343894,TROOPS,6,1420,2.75IN PWP RKT,18,STRIKE,2,JAAGD0,1445
USAF,10/21/1965,A-1,QUI NHON,14.16633716,109.1343894,TROOPS,13,1420,M-3,50,STRIKE,2,JAAGD0,1445
USAF,10/21/1965,A-1,QUI NHON,14.16633716,109.1343894,TROOPS,6,1420,100LB GP M-30,125,STRIKE,2,JAAGD0,1445
USAF,10/21/1965,A-1,QUI NHON,14.16633716,109.1343894,TROOPS,2,1420,500LB GP M-64,561,STRIKE,2,JAAGD0,1445
USN,10/21/1965,F-8,MIDWAY (CVA-41),14.16633716,109.1343894,BUILDINGS,0,1155,,0,DIRECT AIR SUPPORT,4,N09603,1205
USN,10/21/1965,F-8,MIDWAY (CVA-41),14.16633716,109.1343894,BUILDINGS,28,1155,5.0IN HE RKT,132,DIRECT AIR SUPPORT,4,N09603,1205
USN,10/21/1965,F-8,MIDWAY (CVA-41),14.16633716,109.1343894,BUILDINGS,16,1155,MK-11/MK-12,57,DIRECT AIR SUPPORT,4,N09603,1205
USAF,10/21/1965,A-1,QUI NHON,14.23327172,109.0282071,TROOPS,0,1520,,0,STRIKE,2,JAEWX0,1535
USAF,10/21/1965,A-1,QUI NHON,14.23327172,109.0282071,TROOPS,4,1520,500BLU11/23/32,500,STRIKE,2,JAEWX0,1535
USAF,10/21/1965,A-1,QUI NHON,14.23327172,109.0282071,TROOPS,2,1520,750LB BLU-1/27,694,STRIKE,2,JAEWX0,1535
USAF,10/21/1965,A-1,QUI NHON,14.23327172,109.0282071,TROOPS,10,1520,200/260 M81/88,263,STRIKE,2,JAEWX0,1535
USAF,10/21/1965,A-1,QUI NHON,14.23327172,109.0282071,TROOPS,2,1520,500LB GP M-64,561,STRIKE,2,JAEWX0,1535
USN,10/21/1965,A-4,MIDWAY (CVA-41),14.27550681,108.9991106,TROOPS,0,810,,0,DIRECT AIR SUPPORT,5,N09675,821
USN,10/21/1965,A-4,MIDWAY (CVA-41),14.27550681,108.9991106,TROOPS,2,810,MK-11/MK-12,57,DIRECT AIR SUPPORT,5,N09675,821
USN,10/21/1965,A-4,MIDWAY (CVA-41),14.27550681,108.9991106,TROOPS,10,810,500LB GP M-64,561,DIRECT AIR SUPPORT,5,N09675,821
USAF,10/21/1965,A-1,QUI NHON,14.29561612,108.920154,TROOPS,0,1130,,0,STRIKE,2,JAEWX0,1145
USAF,10/21/1965,A-1,QUI NHON,14.29561612,108.920154,TROOPS,8,1130,2.75IN PWP RKT,18,STRIKE,2,JAEWX0,1145
USAF,10/21/1965,A-1,QUI NHON,14.29561612,108.920154,TROOPS,8,1130,100LB GP M-30,125,STRIKE,2,JAEWX0,1145
USAF,10/21/1965,A-1,QUI NHON,14.29561612,108.920154,TROOPS,4,1130,250LB M-57,272,STRIKE,2,JAEWX0,1145
USAF,10/21/1965,A-1,QUI NHON,14.29561612,108.920154,TROOPS,4,1130,500LB GP M-64,561,STRIKE,2,JAEWX0,1145
