service,date,aircraft,location,lat,lon,target,numweapons,timeon,weapon,weaponweight,missionfunction,numaircraft,unit,timeoff
USAF,10/1/1965,RF-101,TAN SON NHUT,9.12864251,105.1790731,AREA\DEPOT,0,847,,0,PHOTO RECCE,1,JAJQPA,847
USAF,10/1/1965,A-1,BIEN HOA,9.33564324,105.8822675,TROOPS,0,1745,,0,STRIKE,4,JAAGD0,808
USAF,10/1/1965,A-1,BIEN HOA,9.33564324,105.8822675,TROOPS,16,1745,250LB M-57,272,STRIKE,4,JAAGD0,808
USAF,10/1/1965,A-1,BIEN HOA,9.33564324,105.8822675,TROOPS,32,1745,500LB GP M-64,561,STRIKE,4,JAAGD0,808
USAF,10/1/1965,A-1,BIEN HOA,9.3365477,105.8822697,TROOPS,0,1717,,0,STRIKE,2,JAEWX0,1734
USAF,10/1/1965,A-1,BIEN HOA,9.3365477,105.8822697,TROOPS,2,1717,100LB PWP M-47,105,STRIKE,2,JAEWX0,1734
USAF,10/1/1965,A-1,BIEN HOA,9.3365477,105.8822697,TROOPS,26,1717,200/260 M81/88,263,STRIKE,2,JAEWX0,1734
USAF,10/1/1965,A-1,BIEN HOA,9.3365477,105.8822697,TROOPS,10,1717,M-39,50,STRIKE,2,JAEWX0,1734
USAF,10/1/1965,RF-101,TAN SON NHUT,9.34447975,105.9624305,AREA\DEPOT,0,950,,0,PHOTO RECCE,1,JAJQPA,950
USAF,10/1/1965,F-100,TAN SON NHUT,9.50315722,105.1173013,TROOPS,0,850,,0,STRIKE,4,JAJJP0,900
USAF,10/1/1965,F-100,TAN SON NHUT,9.50315722,105.1173013,TROOPS,6,850,750LB BLU-1/27,694,STRIKE,4,JAJJP0,900
USAF,10/1/1965,F-100,TAN SON NHUT,9.50315722,105.1173013,TROOPS,18,850,M-39,50,STRIKE,4,JAJJP0,900
USAF,10/1/1965,FC-47,BIEN HOA,9.68629033,106.4875044,AREA\DEPOT,0,1230,,0,STRIKE,1,JAAGD0,1250
USAF,10/1/1965,FC-47,BIEN HOA,9.68629033,106.4875044,AREA\DEPOT,100,1230,30 CAL,50,STRIKE,1,JAAGD0,1250
USAF,10/1/1965,F-100,TAN SON NHUT,9.99225097,105.4350353,BUILDINGS,0,915,,0,STRIKE,4,JAJJPO,925
USAF,10/1/1965,F-100,TAN SON NHUT,9.99225097,105.4350353,BUILDINGS,14,915,CBU-2,743,STRIKE,4,JAJJPO,925
USAF,10/1/1965,F-100,TAN SON NHUT,9.99225097,105.4350353,BUILDINGS,24,915,M-39,50,STRIKE,4,JAJJPO,925
USAF,10/1/1965,F-100,TAN SON NHUT,9.9922569,105.4304727,,0,1030,,0,STRIKE,3,JAJJPO,1045
USAF,10/1/1965,F-100,TAN SON NHUT,9.9922569,105.4304727,,11,1030,750LB BLU-1/27,694,STRIKE,3,JAJJPO,1045
USAF,10/1/1965,F-100,TAN SON NHUT,9.9922569,105.4304727,,22,1030,M-39,50,STRIKE,3,JAJJPO,1045
USAF,10/1/1965,FC-47,BIEN HOA,10.16693261,106.7543575,TROOPS,0,1755,,0,STRIKE,1,JAAGD0,1900
USAF,10/1/1965,FC-47,BIEN HOA,10.16693261,106.7543575,TROOPS,50,1755,30 CAL,50,STRIKE,1,JAAGD0,1900
USAF,10/1/1965,F-100,TAN SON NHUT,10.3181377,106.0885511,BUILDINGS,0,840,,0,STRIKE,2,JAJJPO,855
USAF,10/1/1965,F-100,TAN SON NHUT,10.3181377,106.0885511,BUILDINGS,6,840,750LB BLU-1/27,694,STRIKE,2,JAJJPO,855
USAF,10/1/1965,F-100,TAN SON NHUT,10.3181377,106.0885511,BUILDINGS,2,840,CBU-2,743,STRIKE,2,JAJJPO,855
USAF,10/1/1965,F-100,TAN SON NHUT,10.3181377,106.0885511,BUILDINGS,160,840,M-3,50,STRIKE,2,JAJJPO,855
USAF,10/1/1965,F-102,TAN SON NHUT,10.31902971,106.0922074,,0,1000,,0,STRIKE,2,JAETG0,1002
USAF,10/1/1965,F-102,TAN SON NHUT,10.31902971,106.0922074,,0,838,,0,STRIKE,2,JAETG0,842
USAF,10/1/1965,F-100,BIEN HOA,10.31902971,106.0922074,TROOPS,0,830,,0,STRIKE,2,JAJIK0,841
USAF,10/1/1965,F-100,BIEN HOA,10.31902971,106.0922074,TROOPS,8,830,750LB BLU-1/27,694,STRIKE,2,JAJIK0,841
USAF,10/1/1965,F-102,TAN SON NHUT,10.31902971,106.0922074,,9,1000,2.75IN HE RKT,18,STRIKE,2,JAETG0,1002
USAF,10/1/1965,F-102,TAN SON NHUT,10.31902971,106.0922074,,9,838,2.75IN HE RKT,18,STRIKE,2,JAETG0,842
USAF,10/1/1965,F-100,BIEN HOA,10.31902971,106.0922074,TROOPS,16,830,M-39,50,STRIKE,2,JAJIK0,841
USN,10/1/1965,F-4,MIDWAY (CVA-41),10.34138578,106.1644411,AREA\DEPOT,0,1300,,0,AIR INTERDICTION,2,N09073,1305
USN,10/1/1965,F-4,MIDWAY (CVA-41),10.34138578,106.1644411,AREA\DEPOT,23,1300,250LB MK-81,260,AIR INTERDICTION,2,N09073,1305
USN,10/1/1965,A-4,MIDWAY (CVA-41),10.34320432,106.1617077,BUILDINGS,0,1313,,0,AIR INTERDICTION,5,N09675,1317
USN,10/1/1965,A-4,MIDWAY (CVA-41),10.34320432,106.1617077,BUILDINGS,20,1313,500LB GP MK-82,500,AIR INTERDICTION,5,N09675,1317
USN,10/1/1965,A-4,MIDWAY (CVA-41),10.34320432,106.1617077,BUILDINGS,8,1313,500LB GP M-64,561,AIR INTERDICTION,5,N09675,1317
USN,10/1/1965,A-4,BOXER (CVA-21),10.34592058,106.1608043,TROOPS,0,1655,,0,AIR INTERDICTION,4,N09561,1705
USN,10/1/1965,A-4,BOXER (CVA-21),10.34592058,106.1608043,TROOPS,8,1655,1000LB MK-83,985,AIR INTERDICTION,4,N09561,1705
USN,10/1/1965,A-1,MIDWAY (CVA-41),10.3476829,106.1735981,BUILDINGS,0,1430,,0,AIR INTERDICTION,4,N09637,1450
USN,10/1/1965,A-1,MIDWAY (CVA-41),10.3476829,106.1735981,BUILDINGS,8,1430,5.0IN HEAT RKT,132,AIR INTERDICTION,4,N09637,1450
USN,10/1/1965,A-1,MIDWAY (CVA-41),10.3476829,106.1735981,BUILDINGS,24,1430,500LB GP M-64,561,AIR INTERDICTION,4,N09637,1450
USN,10/1/1965,F-4,MIDWAY (CVA-41),10.34949154,106.1736048,TROOPS,0,1631,,0,AIR INTERDICTION,3,N09073,1640
USN,10/1/1965,F-4,MIDWAY (CVA-41),10.34949154,106.1736048,TROOPS,36,1631,250LB M-57,272,AIR INTERDICTION,3,N09073,1640
USAF,10/1/1965,FC-47,BIEN HOA,10.35664203,106.1964664,AREA\DEPOT,0,1602,,0,STRIKE,1,JAAGD0,1640
USAF,10/1/1965,FC-47,BIEN HOA,10.35664203,106.1964664,AREA\DEPOT,0,1602,30 CAL,50,STRIKE,1,JAAGD0,1640
USN,10/1/1965,A-4,MIDWAY (CVA-41),10.62702874,107.2001525,AREA\DEPOT,0,710,,0,AIR INTERDICTION,5,N09561,725
USN,10/1/1965,A-4,MIDWAY (CVA-41),10.62702874,107.2001525,TROOPS,0,725,,0,AIR INTERDICTION,4,N09675,735
USN,10/1/1965,A-4,MIDWAY (CVA-41),10.62702874,107.2001525,AREA\DEPOT,4,710,1000LB MK-83,985,AIR INTERDICTION,5,N09561,725
USN,10/1/1965,A-4,MIDWAY (CVA-41),10.62702874,107.2001525,AREA\DEPOT,6,710,500BLU11/23/32,500,AIR INTERDICTION,5,N09561,725
USN,10/1/1965,A-4,MIDWAY (CVA-41),10.62702874,107.2001525,TROOPS,5,725,MK-11/MK-12,57,AIR INTERDICTION,4,N09675,735
USN,10/1/1965,A-4,MIDWAY (CVA-41),10.62702874,107.2001525,TROOPS,8,725,250LB M-57,272,AIR INTERDICTION,4,N09675,735
USN,10/1/1965,A-4,MIDWAY (CVA-41),10.62702874,107.2001525,TROOPS,16,725,500LB GP MK-82,500,AIR INTERDICTION,4,N09675,735
USAF,10/1/1965,RB-57,TAN SON NHUT,10.75853005,107.1371095,UNKNOWN\UNIDENTIFIED,0,1810,,0,INFRA-RED RECCE,1,JALCX0,1811
USN,10/1/1965,F-8,MIDWAY (CVA-41),10.76282928,106.3782085,WATER VEHICLES,0,1250,,0,AIR INTERDICTION,1,N09603,1255
USN,10/1/1965,F-8,MIDWAY (CVA-41),10.76282928,106.3782085,WATER VEHICLES,4,1250,5.0IN HE RKT,132,AIR INTERDICTION,1,N09603,1255
USN,10/1/1965,F-8,MIDWAY (CVA-41),10.76282928,106.3782085,WATER VEHICLES,5,1250,MK-11/MK-12,57,AIR INTERDICTION,1,N09603,1255
USN,10/1/1965,F-8,MIDWAY (CVA-41),10.76924362,106.3590319,FORD,0,1245,,0,AIR INTERDICTION,1,N09603,1300
USN,10/1/1965,A-4,MIDWAY (CVA-41),10.76924362,106.3590319,FORD,0,1245,,0,AIR INTERDICTION,5,N09561,1300
USN,10/1/1965,A-4,MIDWAY (CVA-41),10.76924362,106.3590319,FORD,10,1245,1000LB MK-83,985,AIR INTERDICTION,5,N09561,1300
USN,10/1/1965,F-8,MIDWAY (CVA-41),10.76924362,106.3590319,FORD,4,1245,5.0IN HEAT RKT,132,AIR INTERDICTION,1,N09603,1300
USAF,10/1/1965,F-100,BIEN HOA,10.7880449,106.4011885,AREA\DEPOT,0,1800,,0,STRIKE,4,JAJJF0,1815
USAF,10/1/1965,F-100,BIEN HOA,10.7880449,106.4011885,AREA\DEPOT,8,1800,750LB BLU-1/27,694,STRIKE,4,JAJJF0,1815
USAF,10/1/1965,F-100,BIEN HOA,10.7880449,106.4011885,AREA\DEPOT,133,1800,LAU-3A/AERO7,342,STRIKE,4,JAJJF0,1815
USAF,10/1/1965,F-100,BIEN HOA,10.7880449,106.4011885,AREA\DEPOT,32,1800,M-39,50,STRIKE,4,JAJJF0,1815
USAF,10/1/1965,F-104,BIEN HOA,10.83609171,106.3739688,TROOPS,0,1820,,0,STRIKE,4,JAJIK0,1835
USAF,10/1/1965,F-104,BIEN HOA,10.83609171,106.3739688,TROOPS,16,1820,750LB BLU-1/27,694,STRIKE,4,JAJIK0,1835
USAF,10/1/1965,F-104,BIEN HOA,10.83609171,106.3739688,TROOPS,32,1820,M-39,50,STRIKE,4,JAJIK0,1835
USAF,10/1/1965,A-1,BIEN HOA,10.88319227,106.8718373,MOTOR VEHICLE,0,1810,,0,STRIKE,2,JAAGD0,1830
USAF,10/1/1965,A-1,BIEN HOA,10.88319227,106.8718373,MOTOR VEHICLE,4,1810,100LB PWP M-47,105,STRIKE,2,JAAGD0,1830
USAF,10/1/1965,A-1,BIEN HOA,10.88319227,106.8718373,MOTOR VEHICLE,24,1810,200/260 M81/88,263,STRIKE,2,JAAGD0,1830
USAF,10/1/1965,A-1,BIEN HOA,10.88319227,106.8718373,MOTOR VEHICLE,10,1810,M-39,50,STRIKE,2,JAAGD0,1830
USN,10/1/1965,F-8,MIDWAY (CVA-41),11.01455976,106.4946924,TROOPS,0,1700,,0,AIR INTERDICTION,2,N09063,1715
USN,10/1/1965,F-8,MIDWAY (CVA-41),11.01455976,106.4946924,TROOPS,12,1700,5.0IN HE RKT,132,AIR INTERDICTION,2,N09063,1715
USN,10/1/1965,F-8,MIDWAY (CVA-41),11.01455976,106.4946924,TROOPS,10,1700,MK-11/MK-12,57,AIR INTERDICTION,2,N09063,1715
USAF,10/1/1965,A-1,BIEN HOA,11.02146243,106.7271971,BRIDGE,0,930,,0,SEARCH/RESCUE,4,JAEWX0,940
USAF,10/1/1965,A-1,BIEN HOA,11.02146243,106.7271971,BRIDGE,28,930,200/260 M81/88,263,SEARCH/RESCUE,4,JAEWX0,940
USAF,10/1/1965,A-1,BIEN HOA,11.02327055,106.7272077,FORD,0,625,,0,CLOSE AIR SUPPORT,4,JAEWX0,650
USAF,10/1/1965,A-1,BIEN HOA,11.02327055,106.7272077,FORD,12,625,250LB BLU-10,236,CLOSE AIR SUPPORT,4,JAEWX0,650
USAF,10/1/1965,A-1,BIEN HOA,11.02327055,106.7272077,FORD,8,625,500BLU11/23/32,500,CLOSE AIR SUPPORT,4,JAEWX0,650
USAF,10/1/1965,A-1,BIEN HOA,11.02327055,106.7272077,FORD,24,625,200/260 M81/88,263,CLOSE AIR SUPPORT,4,JAEWX0,650
USAF,10/1/1965,A-1,BIEN HOA,11.02327055,106.7272077,FORD,20,625,M-39,50,CLOSE AIR SUPPORT,4,JAEWX0,650
USN,10/1/1965,A-4,MIDWAY (CVA-41),11.03086623,106.4883675,TROOPS,0,1640,,0,AIR INTERDICTION,4,N09675,1650
USN,10/1/1965,A-4,MIDWAY (CVA-41),11.03086623,106.4883675,TROOPS,6,1640,500LB GP M-64,561,AIR INTERDICTION,4,N09675,1650
USN,10/1/1965,A-4,MIDWAY (CVA-41),11.03086623,106.4883675,TROOPS,16,1640,500LB GP MK-82,500,AIR INTERDICTION,4,N09675,1650
USAF,10/1/1965,A-1,BIEN HOA,11.0414038,106.7181611,TROOPS,0,945,,0,SEARCH/RESCUE,4,JAEWX0,950
USAF,10/1/1965,A-1,BIEN HOA,11.0414038,106.7181611,TROOPS,12,945,250LB BLU-10,236,SEARCH/RESCUE,4,JAEWX0,950
USAF,10/1/1965,A-1,BIEN HOA,11.0414038,106.7181611,TROOPS,4,945,500BLU11/23/32,500,SEARCH/RESCUE,4,JAEWX0,950
USAF,10/1/1965,A-1,BIEN HOA,11.0414038,106.7181611,TROOPS,4,945,750LB BLU-1/27,694,SEARCH/RESCUE,4,JAEWX0,950
USAF,10/1/1965,A-1,BIEN HOA,11.0414038,106.7181611,TROOPS,26,945,M-39,50,SEARCH/RESCUE,4,JAEWX0,950
USAF,10/1/1965,RB-57,TAN SON NHUT,11.04710001,107.2306747,UNKNOWN\UNIDENTIFIED,0,1818,,0,INFRA-RED RECCE,1,JALCX0,1824
USN,10/1/1965,A-4,MIDWAY (CVA-41),11.08199207,107.5063633,AREA\DEPOT,0,755,,0,AIR INTERDICTION,4,N09561,815
USN,10/1/1965,F-8,MIDWAY (CVA-41),11.08199207,107.5063633,BUILDINGS,0,800,,0,CLOSE AIR SUPPORT,2,N09603,825
USN,10/1/1965,A-4,MIDWAY (CVA-41),11.08199207,107.5063633,AREA\DEPOT,4,755,1000LB MK-83,985,AIR INTERDICTION,4,N09561,815
USN,10/1/1965,A-4,MIDWAY (CVA-41),11.08199207,107.5063633,AREA\DEPOT,4,755,500BLU11/23/32,500,AIR INTERDICTION,4,N09561,815
USN,10/1/1965,F-8,MIDWAY (CVA-41),11.08199207,107.5063633,BUILDINGS,8,800,5.0IN HE RKT,132,CLOSE AIR SUPPORT,2,N09603,825
USN,10/1/1965,F-8,MIDWAY (CVA-41),11.08199207,107.5063633,BUILDINGS,10,800,MK-11/MK-12,57,CLOSE AIR SUPPORT,2,N09603,825
USN,10/1/1965,F-4,MIDWAY (CVA-41),11.09336898,107.0800183,AREA\DEPOT,0,1645,,0,AIR INTERDICTION,3,N09073,1700
USN,10/1/1965,F-4,MIDWAY (CVA-41),11.09336898,107.0800183,AREA\DEPOT,18,1645,500LB GP MK-82,500,AIR INTERDICTION,3,N09073,1700
USN,10/1/1965,F-4,MIDWAY (CVA-41),11.09760116,107.1212339,AREA\DEPOT,0,719,,0,AIR INTERDICTION,3,N09073,729
USN,10/1/1965,F-4,MIDWAY (CVA-41),11.09760116,107.1212339,AREA\DEPOT,18,719,500LB GP MK-82,500,AIR INTERDICTION,3,N09073,729
USAF,10/1/1965,RF-101,TAN SON NHUT,11.19654779,106.4443318,AREA\DEPOT,0,830,,0,PHOTO RECCE,1,JAJQPA,909
USAF,10/1/1965,A-1,BIEN HOA,11.39939369,106.1722181,TROOPS,0,1410,,0,STRIKE,4,JAAGD0,1430
USAF,10/1/1965,A-1,BIEN HOA,11.39939369,106.1722181,TROOPS,56,1410,200/260 M81/88,263,STRIKE,4,JAAGD0,1430
USAF,10/1/1965,A-1,BIEN HOA,11.39939369,106.1722181,TROOPS,26,1410,M-39,50,STRIKE,4,JAAGD0,1430
USAF,10/1/1965,F-100,TAN SON NHUT,11.40302899,106.16765,TROOPS,0,1250,,0,STRIKE,4,JAJJP0,1310
USAF,10/1/1965,F-100,TAN SON NHUT,11.40302899,106.16765,TROOPS,8,1250,750LB BLU-1/27,694,STRIKE,4,JAJJP0,1310
USAF,10/1/1965,F-100,TAN SON NHUT,11.40302899,106.16765,TROOPS,8,1250,500LB GP MK-82,500,STRIKE,4,JAJJP0,1310
USAF,10/1/1965,F-100,TAN SON NHUT,11.40302899,106.16765,TROOPS,17,1250,M-39,50,STRIKE,4,JAJJP0,1310
USAF,10/1/1965,RB-57,TAN SON NHUT,11.60901085,107.6072094,UNKNOWN\UNIDENTIFIED,0,1902,,0,INFRA-RED RECCE,1,JALCX0,1912
USN,10/1/1965,A-4,MIDWAY (CVA-41),11.63925625,106.5107817,,0,1205,,0,AIR INTERDICTION,4,N09675,1215
USN,10/1/1965,A-4,MIDWAY (CVA-41),11.63925625,106.5107817,AREA\DEPOT,0,1215,,0,AIR INTERDICTION,4,N09561,1225
USN,10/1/1965,A-4,MIDWAY (CVA-41),11.63925625,106.5107817,,12,1205,500LB GP MK-82,500,AIR INTERDICTION,4,N09675,1215
USN,10/1/1965,A-4,MIDWAY (CVA-41),11.63925625,106.5107817,AREA\DEPOT,8,1215,500BLU11/23/32,500,AIR INTERDICTION,4,N09561,1225
USN,10/1/1965,A-4,MIDWAY (CVA-41),11.63925625,106.5107817,,200,1205,MK-11/MK-12,57,AIR INTERDICTION,4,N09675,1215
USN,10/1/1965,A-4,MIDWAY (CVA-41),11.63925625,106.5107817,,8,1205,500LB GP M-64,561,AIR INTERDICTION,4,N09675,1215
USAF,10/1/1965,RF-101,TAN SON NHUT,11.66328528,107.0153805,AREA\DEPOT,0,950,,0,PHOTO RECCE,1,JAJQPA,950
USAF,10/1/1965,RB-57,TAN SON NHUT,12.31132303,107.3610355,UNKNOWN\UNIDENTIFIED,0,1832,,0,INFRA-RED RECCE,1,JALCX0,1856
USN,10/1/1965,A-4,MIDWAY (CVA-41),13.07176338,108.792585,BUILDINGS,0,1710,,0,AIR INTERDICTION,3,N09675,1725
USN,10/1/1965,A-4,MIDWAY (CVA-41),13.07176338,108.792585,BUILDINGS,12,1710,500LB GP MK-82,500,AIR INTERDICTION,3,N09675,1725
USN,10/1/1965,A-4,MIDWAY (CVA-41),13.07176338,108.792585,BUILDINGS,6,1710,500LB GP M-64,561,AIR INTERDICTION,3,N09675,1725
USN,10/1/1965,F-8,MIDWAY (CVA-41),13.09383506,108.7324588,AREA\DEPOT,0,2005,,0,AIR INTERDICTION,4,N09603,2015
USN,10/1/1965,F-8,MIDWAY (CVA-41),13.09383506,108.7324588,AREA\DEPOT,20,2005,5.0IN HE RKT,132,AIR INTERDICTION,4,N09603,2015
USN,10/1/1965,F-8,MIDWAY (CVA-41),13.09383506,108.7324588,AREA\DEPOT,200,2005,MK-11/MK-12,57,AIR INTERDICTION,4,N09603,2015
USN,10/1/1965,F-4,MIDWAY (CVA-41),13.09423625,108.7785548,AREA\DEPOT,0,1155,,0,AIR INTERDICTION,3,N09073,1207
USN,10/1/1965,F-8,MIDWAY (CVA-41),13.09423625,108.7785548,BUILDINGS,0,1655,,0,AIR INTERDICTION,3,N09603,1705
USN,10/1/1965,F-8,MIDWAY (CVA-41),13.09423625,108.7785548,BUILDINGS,12,1655,5.0IN HE RKT,132,AIR INTERDICTION,3,N09603,1705
USN,10/1/1965,F-8,MIDWAY (CVA-41),13.09423625,108.7785548,BUILDINGS,15,1655,MK-11/MK-12,57,AIR INTERDICTION,3,N09603,1705
USN,10/1/1965,F-4,MIDWAY (CVA-41),13.09423625,108.7785548,AREA\DEPOT,36,1155,250LB M-57,272,AIR INTERDICTION,3,N09073,1207
USN,10/1/1965,A-4,MIDWAY (CVA-41),13.26169102,108.8093354,AREA\DEPOT,0,1635,,0,AIR INTERDICTION,4,N09561,1650
USN,10/1/1965,A-4,MIDWAY (CVA-41),13.26169102,108.8093354,AREA\DEPOT,8,1635,500BLU11/23/32,500,AIR INTERDICTION,4,N09561,1650
USN,10/1/1965,A-1,MIDWAY (CVA-41),13.26556435,108.2742469,BUILDINGS,0,1430,,0,AIR INTERDICTION,4,N09637,1450
USN,10/1/1965,A-1,MIDWAY (CVA-41),13.26556435,108.2742469,BUILDINGS,18,1430,500LB GP M-64,561,AIR INTERDICTION,4,N09637,1450
USN,10/1/1965,A-1,MIDWAY (CVA-41),13.27945753,108.3063758,,0,1450,,0,AIR INTERDICTION,4,N09637,1500
USN,10/1/1965,A-1,MIDWAY (CVA-41),13.27945753,108.3063758,,16,1450,5.0IN HEAT RKT,132,AIR INTERDICTION,4,N09637,1500
USN,10/1/1965,A-1,MIDWAY (CVA-41),13.27945753,108.3063758,,6,1450,500LB GP M-64,561,AIR INTERDICTION,4,N09637,1500
USN,10/1/1965,A-1,MIDWAY (CVA-41),13.29186988,109.2003609,BUILDINGS,0,740,,0,AIR INTERDICTION,4,N09637,810
USN,10/1/1965,A-1,MIDWAY (CVA-41),13.29186988,109.2003609,BUILDINGS,0,740,,0,AIR INTERDICTION,4,N09637,810
USN,10/1/1965,A-1,MIDWAY (CVA-41),13.29186988,109.2003609,BUILDINGS,8,740,500BLU11/23/32,500,AIR INTERDICTION,4,N09637,810
USN,10/1/1965,A-1,MIDWAY (CVA-41),13.29186988,109.2003609,BUILDINGS,8,740,500BLU11/23/32,500,AIR INTERDICTION,4,N09637,810
USN,10/1/1965,A-1,MIDWAY (CVA-41),13.29186988,109.2003609,BUILDINGS,22,740,500LB GP M-64,561,AIR INTERDICTION,4,N09637,810
USN,10/1/1965,A-1,MIDWAY (CVA-41),13.29186988,109.2003609,BUILDINGS,24,740,500LB GP M-64,561,AIR INTERDICTION,4,N09637,810
USAF,10/1/1965,RF-101,TAN SON NHUT,13.50141127,108.4516333,UNKNOWN\UNIDENTIFIED,0,1415,,0,PHOTO RECCE,1,JAJQPA,1425
USAF,10/1/1965,RF-101,TAN SON NHUT,13.77357333,108.4718217,TROOPS,0,905,,0,PHOTO RECCE,1,JAJQPA,905
USAF,10/1/1965,RF-101,TAN SON NHUT,13.77656668,109.228159,AIRFIELD,0,1753,,0,PHOTO RECCE,1,JAJQPA,1758
USAF,10/1/1965,RB-57,TAN SON NHUT,13.94990282,108.6207153,UNKNOWN\UNIDENTIFIED,0,1817,,0,INFRA-RED RECCE,1,JALCX0,1907
USAF,10/1/1965,RF-101,TAN SON NHUT,13.96625572,107.9424749,TROOPS,0,1000,,0,PHOTO RECCE,1,JAJQPA,1025
USAF,10/1/1965,RB-57,TAN SON NHUT,13.96725602,108.6396908,UNKNOWN\UNIDENTIFIED,0,1817,,0,INFRA-RED RECCE,1,JALCX0,1907
USAF,10/1/1965,RF-101,TAN SON NHUT,14.01898934,107.6441645,UNKNOWN\UNIDENTIFIED,0,930,,0,PHOTO RECCE,1,JAJQPA,0
USN,10/1/1965,F-4,MIDWAY (CVA-41),14.11256828,108.9681283,AREA\DEPOT,0,818,,0,AIR INTERDICTION,3,N09073,827
USN,10/1/1965,F-4,MIDWAY (CVA-41),14.11256828,108.9681283,AREA\DEPOT,120,818,500LB GP MK-82,500,AIR INTERDICTION,3,N09073,827
USN,10/1/1965,F-4,MIDWAY (CVA-41),14.11256828,108.9681283,AREA\DEPOT,10,818,250LB MK-81,260,AIR INTERDICTION,3,N09073,827
USAF,10/1/1965,F-100,TAN SON NHUT,14.11290114,109.0079467,BUILDINGS,0,1645,,0,STRIKE,4,JAJJP0,1655
USAF,10/1/1965,F-100,TAN SON NHUT,14.11290114,109.0079467,BUILDINGS,2,1645,750LB BLU-1/27,694,STRIKE,4,JAJJP0,1655
USAF,10/1/1965,F-100,TAN SON NHUT,14.11290114,109.0079467,BUILDINGS,15,1645,M-39,50,STRIKE,4,JAJJP0,1655
USAF,10/1/1965,RB-57,TAN SON NHUT,14.11541939,108.7214129,UNKNOWN\UNIDENTIFIED,0,1817,,0,INFRA-RED RECCE,1,JALCX0,1907
USAF,10/1/1965,RB-57,TAN SON NHUT,14.1247338,108.750952,UNKNOWN\UNIDENTIFIED,0,1817,,0,INFRA-RED RECCE,1,JALCX0,1907
USAF,10/1/1965,F-100,BIEN HOA,14.1987539,109.0071981,AREA\DEPOT,0,1605,,0,STRIKE,4,JAJJF0,1620
USAF,10/1/1965,F-100,BIEN HOA,14.1987539,109.0071981,AREA\DEPOT,7,1605,750LB BLU-1/27,694,STRIKE,4,JAJJF0,1620
USAF,10/1/1965,F-100,BIEN HOA,14.1987539,109.0071981,AREA\DEPOT,8,1605,LAU-3A/AERO7,342,STRIKE,4,JAJJF0,1620
USAF,10/1/1965,F-100,BIEN HOA,14.1987539,109.0071981,AREA\DEPOT,30,1605,M-39,50,STRIKE,4,JAJJF0,1620
USAF,10/1/1965,F-100,BIEN HOA,14.20401333,108.9876965,AREA\DEPOT,0,1542,,0,STRIKE,4,JAJIK0,1607
USAF,10/1/1965,F-100,BIEN HOA,14.20401333,108.9876965,AREA\DEPOT,8,1542,750LB BLU-1/27,694,STRIKE,4,JAJIK0,1607
USAF,10/1/1965,F-100,BIEN HOA,14.20401333,108.9876965,AREA\DEPOT,8,1542,LAU-3A/AERO7,342,STRIKE,4,JAJIK0,1607
USAF,10/1/1965,F-100,BIEN HOA,14.20401333,108.9876965,AREA\DEPOT,32,1542,M-39,50,STRIKE,4,JAJIK0,1607
USN,10/1/1965,A-4,MIDWAY (CVA-41),14.20776782,109.0043398,BUILDINGS,0,835,,0,AIR INTERDICTION,4,N09675,838
USN,10/1/1965,A-4,MIDWAY (CVA-41),14.20776782,109.0043398,BUILDINGS,24,835,500LB GP MK-82,500,AIR INTERDICTION,4,N09675,838
USMC,10/1/1965,A-4,CHU LAI,14.22398286,107.8095272,UNKNOWN\UNIDENTIFIED,0,2100,,0,STRIKE,1,M01214,2115
USMC,10/1/1965,A-4,CHU LAI,14.22398286,107.8095272,UNKNOWN\UNIDENTIFIED,4,2100,250LB M-57,272,STRIKE,1,M01214,2115
USMC,10/1/1965,A-4,CHU LAI,14.2318817,107.8290725,UNKNOWN\UNIDENTIFIED,0,1920,,0,STRIKE,1,M01214,1921
USMC,10/1/1965,A-4,CHU LAI,14.2318817,107.8290725,UNKNOWN\UNIDENTIFIED,4,1920,250LB M-57,272,STRIKE,1,M01214,1921
USAF,10/1/1965,B-57,DANANG,14.24188215,107.8236404,TROOPS,0,1558,,0,STRIKE,2,JACCL0,1620
USAF,10/1/1965,B-57,DANANG,14.24459161,107.8236741,TROOPS,0,1500,,0,STRIKE,2,JACCL0,1525
USAF,10/1/1965,B-57,DANANG,14.24459161,107.8236741,TROOPS,26,1500,500LB GP M-64,561,STRIKE,2,JACCL0,1525
USAF,10/1/1965,B-57,DANANG,14.24459161,107.8236741,TROOPS,11,1500,M-39,50,STRIKE,2,JACCL0,1525
USAF,10/1/1965,B-57,DANANG,14.24921684,107.8144702,TROOPS,0,1700,,0,STRIKE,2,JACCL0,1720
USAF,10/1/1965,B-57,DANANG,14.24921684,107.8144702,TROOPS,26,1700,500LB GP M-64,561,STRIKE,2,JACCL0,1720
USAF,10/1/1965,B-57,DANANG,14.2515662,108.8445781,ROAD,0,800,,0,STRIKE,4,JACCL0,835
USAF,10/1/1965,B-57,DANANG,14.2515662,108.8445781,ROAD,77,800,200/260 M81/88,263,STRIKE,4,JACCL0,835
USAF,10/1/1965,B-57,DANANG,14.2515662,108.8445781,ROAD,16,800,500LB GP M-64,561,STRIKE,4,JACCL0,835
USAF,10/1/1965,B-57,DANANG,14.2515662,108.8445781,ROAD,46,800,M-39,50,STRIKE,4,JACCL0,835
